         102336 function calls (102170 primitive calls) in 3.380 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.033    0.033 _transcripts.py:370(_extract_captions_json)
        1    0.000    0.000    0.033    0.033 _transcripts.py:483(parse)
        1    0.019    0.019    0.030    0.030 _transcripts.py:497(_find_var_substring)
    81794    0.010    0.000    0.010    0.000 {method 'append' of 'list' objects}
      471    0.000    0.000    0.007    0.000 response.py:469(_decode)
      473    0.001    0.000    0.007    0.000 response.py:122(decompress)
      471    0.005    0.000    0.005    0.000 {method 'decompress' of 'zlib.Decompress' objects}
      103    0.004    0.000    0.005    0.000 {method 'sub' of 're.Pattern' objects}
       43    0.000    0.000    0.005    0.000 __init__.py:122(unescape)
        2    0.002    0.001    0.002    0.001 models.py:909(text)
        2    0.000    0.000    0.002    0.001 sessions.py:457(prepare_request)
       73    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.002    0.002 _transcripts.py:488(_create_var_char_iterator)
        4    0.000    0.000    0.002    0.000 cookies.py:124(extract_cookies_to_jar)
        4    0.000    0.000    0.001    0.000 cookiejar.py:1680(extract_cookies)
        2    0.000    0.000    0.001    0.001 models.py:351(prepare)
        1    0.000    0.000    0.001    0.001 connection.py:192(_new_conn)
        2    0.000    0.000    0.001    0.001 adapters.py:359(build_response)
        1    0.000    0.000    0.001    0.001 connection.py:27(create_connection)
        2    0.000    0.000    0.001    0.000 client.py:245(parse_headers)
        2    0.000    0.000    0.001    0.000 client.py:231(_parse_header_lines)
       86    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.001    0.000 url.py:367(parse_url)
       12    0.001    0.000    0.001    0.000 url.py:227(_encode_invalid_chars)
        2    0.000    0.000    0.001    0.000 parser.py:56(parsestr)
        2    0.000    0.000    0.001    0.000 parser.py:41(parse)
        4    0.000    0.000    0.001    0.000 cookiejar.py:1599(make_cookies)
        1    0.000    0.000    0.001    0.001 _transcripts.py:467(parse)
        2    0.000    0.000    0.001    0.000 models.py:409(prepare_url)
      106    0.001    0.000    0.001    0.000 __init__.py:91(_replace_charref)
        2    0.000    0.000    0.001    0.000 adapters.py:446(get_connection_with_tls_context)
        2    0.000    0.000    0.001    0.000 connection.py:369(request)
        1    0.000    0.000    0.001    0.001 __init__.py:299(loads)
        2    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        1    0.000    0.000    0.001    0.001 decoder.py:340(decode)
        2    0.000    0.000    0.001    0.000 sessions.py:750(merge_environment_settings)
        1    0.001    0.001    0.001    0.001 decoder.py:351(raw_decode)
       10    0.000    0.000    0.001    0.000 cookiejar.py:949(set_ok)
        2    0.000    0.000    0.001    0.000 utils.py:826(get_environ_proxies)
        4    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        4    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.001    0.001 common.py:119(fromstring)
        2    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
        1    0.000    0.000    0.000    0.000 socket.py:960(getaddrinfo)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.getaddrinfo}
        2    0.000    0.000    0.000    0.000 utils.py:765(should_bypass_proxies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:466(parse_ns_headers)
        4    0.000    0.000    0.000    0.000 _helper.py:85(select_proxy)
        1    0.000    0.000    0.000    0.000 __init__.py:1509(info)
        4    0.000    0.000    0.000    0.000 traversal.py:38(traverse_obj)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1710(feed)
        1    0.000    0.000    0.000    0.000 __init__.py:1640(_log)
       66    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        2    0.000    0.000    0.000    0.000 {method 'Parse' of 'pyexpat.xmlparser' objects}
       15    0.000    0.000    0.000    0.000 cookiejar.py:726(is_third_party)
        8    0.000    0.000    0.000    0.000 traversal.py:290(_traverse_obj)
        2    0.000    0.000    0.000    0.000 utils.py:114(proxy_bypass)
        1    0.000    0.000    0.000    0.000 _transcripts.py:71(to_raw_data)
        2    0.000    0.000    0.000    0.000 poolmanager.py:276(connection_from_host)
       42    0.000    0.000    0.000    0.000 dataclasses.py:1338(asdict)
1545/1541    0.000    0.000    0.000    0.000 {built-in method builtins.len}
  732/724    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1290(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 weakref.py:585(__call__)
      210    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
       10    0.000    0.000    0.000    0.000 cookiejar.py:983(set_ok_verifiability)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1272(_cookies_for_domain)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        2    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
        2    0.000    0.000    0.000    0.000 feedparser.py:472(_parse_headers)
       31    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
       43    0.000    0.000    0.000    0.000 __init__.py:330(_compile)
        1    0.000    0.000    0.000    0.000 __init__.py:1666(handle)
        1    0.000    0.000    0.000    0.000 __init__.py:1720(callHandlers)
   168/42    0.000    0.000    0.000    0.000 dataclasses.py:1362(_asdict_inner)
        2    0.000    0.000    0.000    0.000 utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(handle)
       11    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1138(emit)
       14    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
      471    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1322(endheaders)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:979(update)
        2    0.000    0.000    0.000    0.000 client.py:1084(_send_output)
        5    0.000    0.000    0.000    0.000 cookiejar.py:1096(return_ok)
        1    0.000    0.000    0.000    0.000 connection.py:320(close)
        4    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
        2    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
        2    0.000    0.000    0.000    0.000 client.py:1029(send)
        1    0.000    0.000    0.000    0.000 _api.py:28(__init__)
        1    0.000    0.000    0.000    0.000 _transcripts.py:455(__init__)
        8    0.000    0.000    0.000    0.000 traversal.py:251(apply_path)
        1    0.000    0.000    0.000    0.000 _transcripts.py:458(_get_html_regex)
        1    0.000    0.000    0.000    0.000 client.py:1015(close)
        2    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 __init__.py:287(compile)
        8    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        2    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
        1    0.000    0.000    0.000    0.000 socket.py:501(close)
        1    0.000    0.000    0.000    0.000 ssl.py:1361(_real_close)
        2    0.000    0.000    0.000    0.000 _collections.py:335(extend)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
      854    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       10    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
       64    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
        1    0.000    0.000    0.000    0.000 _transcripts.py:202(build)
        2    0.000    0.000    0.000    0.000 utils.py:76(proxy_bypass_registry)
       13    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        2    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        2    0.000    0.000    0.000    0.000 ssl.py:1225(send)
       43    0.000    0.000    0.000    0.000 ElementTree.py:1641(_start)
     1011    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 _compiler.py:743(compile)
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:80(__init__)
       16    0.000    0.000    0.000    0.000 cookiejar.py:636(eff_request_host)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
      210    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        4    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        2    0.000    0.000    0.000    0.000 client.py:1138(putrequest)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
       11    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
        2    0.000    0.000    0.000    0.000 request.py:2741(getproxies)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        4    0.000    0.000    0.000    0.000 {built-in method nt._path_exists}
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
       23    0.000    0.000    0.000    0.000 parse.py:875(quote)
       21    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1520(__init__)
       36    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
       16    0.000    0.000    0.000    0.000 message.py:498(get)
       49    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
       42    0.000    0.000    0.000    0.000 __init__.py:183(sub)
        2    0.000    0.000    0.000    0.000 client.py:213(_read_headers)
       42    0.000    0.000    0.000    0.000 dataclasses.py:1308(fields)
       13    0.000    0.000    0.000    0.000 client.py:1294(putheader)
        8    0.000    0.000    0.000    0.000 _utils.py:2262(__bool__)
       56    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        5    0.000    0.000    0.000    0.000 cookiejar.py:1123(return_ok_verifiability)
       14    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        8    0.000    0.000    0.000    0.000 message.py:600(get_content_type)
        2    0.000    0.000    0.000    0.000 feedparser.py:102(push)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1004(set_ok_path)
        4    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        8    0.000    0.000    0.000    0.000 cookiejar.py:150(_str2time)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       12    0.000    0.000    0.000    0.000 queue.py:140(put)
        4    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
        8    0.000    0.000    0.000    0.000 _utils.py:2233(__getitem__)
       80    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       90    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      287    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       42    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
      212    0.000    0.000    0.000    0.000 socket.py:744(readable)
      984    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 response.py:577(__init__)
        5    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
       56    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
        1    0.000    0.000    0.000    0.000 _parser.py:970(parse)
       66    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       13    0.000    0.000    0.000    0.000 queue.py:180(get)
  163/161    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 message.py:487(items)
       88    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
       23    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
        1    0.000    0.000    0.000    0.000 __init__.py:1625(makeRecord)
        6    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
       15    0.000    0.000    0.000    0.000 copy.py:62(copy)
       74    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
       22    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
        4    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
       15    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x000001DF8F64DBC0}
       42    0.000    0.000    0.000    0.000 feedparser.py:129(__next__)
        6    0.000    0.000    0.000    0.000 message.py:624(get_content_maintype)
       15    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
        2    0.000    0.000    0.000    0.000 adapters.py:396(build_connection_pool_key_attributes)
        1    0.000    0.000    0.000    0.000 __init__.py:298(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
       36    0.000    0.000    0.000    0.000 _collections.py:300(add)
        1    0.000    0.000    0.000    0.000 _parser.py:451(_parse_sub)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        8    0.000    0.000    0.000    0.000 message.py:533(get_all)
       15    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
      214    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
       69    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        8    0.000    0.000    0.000    0.000 traversal.py:115(apply_key)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        2    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        1    0.000    0.000    0.000    0.000 _parser.py:511(_parse)
       15    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
      185    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.000    0.000 connection.py:566(__init__)
       10    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
      268    0.000    0.000    0.000    0.000 <frozen os>:734(__iter__)
       66    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       15    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      424    0.000    0.000    0.000    0.000 ssl.py:1117(_checkClosed)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:343(expanduser)
       15    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
      106    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       17    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       40    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        1    0.000    0.000    0.000    0.000 _compiler.py:576(_code)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       45    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
      192    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 utils.py:660(requote_uri)
      219    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
       20    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
        5    0.000    0.000    0.000    0.000 cookiejar.py:1161(return_ok_domain)
       10    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
    45/21    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 models.py:588(prepare_auth)
       12    0.000    0.000    0.000    0.000 _requests.py:97(subn)
        1    0.000    0.000    0.000    0.000 __init__.py:987(format)
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
        2    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
       42    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
        2    0.000    0.000    0.000    0.000 response.py:316(__init__)
       43    0.000    0.000    0.000    0.000 ElementTree.py:1653(_end)
       11    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        2    0.000    0.000    0.000    0.000 request.py:2692(getproxies_registry)
       58    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:698(format)
       24    0.000    0.000    0.000    0.000 threading.py:398(notify)
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 enum.py:695(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:1591(findCaller)
        2    0.000    0.000    0.000    0.000 structures.py:76(copy)
        6    0.000    0.000    0.000    0.000 parse.py:164(hostname)
       22    0.000    0.000    0.000    0.000 <frozen os>:785(encodekey)
        2    0.000    0.000    0.000    0.000 response.py:499(_flush_decoder)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
        2    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        8    0.000    0.000    0.000    0.000 _utils.py:2660(variadic)
      157    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
        2    0.000    0.000    0.000    0.000 utils.py:1018(get_auth_from_url)
       36    0.000    0.000    0.000    0.000 message.py:515(set_raw)
        4    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
       87    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FF8ABE328A0}
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        8    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1214(path_return_ok)
       15    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
        4    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 connection.py:15(is_connection_dropped)
        1    0.000    0.000    0.000    0.000 client.py:867(__init__)
       13    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        4    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
        2    0.000    0.000    0.000    0.000 response.py:450(_init_decoder)
        1    0.000    0.000    0.000    0.000 connection.py:296(is_connected)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        4    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        2    0.000    0.000    0.000    0.000 utils.py:774(get_proxy)
        1    0.000    0.000    0.000    0.000 _transcripts.py:102(__init__)
       98    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
       12    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 wait.py:113(wait_for_read)
        2    0.000    0.000    0.000    0.000 socket.py:694(__init__)
        1    0.000    0.000    0.000    0.000 _compiler.py:514(_compile_info)
        2    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
      170    0.000    0.000    0.000    0.000 ElementTree.py:1624(_fixname)
        8    0.000    0.000    0.000    0.000 traversal.py:292(<genexpr>)
        4    0.000    0.000    0.000    0.000 url.py:100(__new__)
        2    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
        1    0.000    0.000    0.000    0.000 wait.py:33(select_wait_for_socket)
       62    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       10    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        4    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
       43    0.000    0.000    0.000    0.000 {method 'start' of 'xml.etree.ElementTree.TreeBuilder' objects}
       29    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1188(domain_return_ok)
        2    0.000    0.000    0.000    0.000 models.py:630(prepare_hooks)
        8    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        5    0.000    0.000    0.000    0.000 copy.py:248(_reconstruct)
       95    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       12    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        2    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
      168    0.000    0.000    0.000    0.000 dataclasses.py:1323(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:197(_is_internal_frame)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        8    0.000    0.000    0.000    0.000 _utils.py:2654(is_iterable_like)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1297(_cookie_attrs)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        2    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
       25    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        2    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
        2    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        8    0.000    0.000    0.000    0.000 calendar.py:689(timegm)
       50    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        5    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x000001DF8F64F1A0}
        2    0.000    0.000    0.000    0.000 response.py:143(flush)
        2    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        4    0.000    0.000    0.000    0.000 __init__.py:1764(isEnabledFor)
       24    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
        2    0.000    0.000    0.000    0.000 models.py:207(register_hook)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 __init__.py:630(formatTime)
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
       42    0.000    0.000    0.000    0.000 dataclasses.py:1326(_is_dataclass_instance)
       16    0.000    0.000    0.000    0.000 _utils.py:2667(try_call)
        2    0.000    0.000    0.000    0.000 _transcripts.py:93(_raise_http_errors)
      2/1    0.000    0.000    0.000    0.000 _compiler.py:37(_compile)
        2    0.000    0.000    0.000    0.000 response.py:1092(closed)
        2    0.000    0.000    0.000    0.000 socket.py:782(close)
        3    0.000    0.000    0.000    0.000 __init__.py:1497(debug)
        2    0.000    0.000    0.000    0.000 response.py:210(_get_decoder)
       46    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 queue.py:46(__init__)
        4    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
        8    0.000    0.000    0.000    0.000 traversal.py:113(<lambda>)
       44    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        2    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
        6    0.000    0.000    0.000    0.000 connection.py:163(host)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:50(normcase)
